RestaurantID,RestaurantName,CityID,CuisineID
REST02688,"Carney, Campbell and Wallace",CITY02048,CUIS03999
REST02689,Murray PLC,CITY04987,CUIS03873
REST02690,Greer PLC,CITY01473,CUIS01196
REST02691,Vargas-Henry,CITY04729,CUIS02807
REST02692,"Cooper, Graham and Meyers",CITY00163,CUIS00944
REST02693,Mercado-Young,CITY04600,CUIS03920
REST02694,"Allen, Hicks and Williams",CITY01301,CUIS00107
REST02695,"Mitchell, Gonzalez and Johnson",CITY02283,CUIS02563
REST02696,Sheppard Ltd,CITY00449,CUIS01370
REST02697,"Bradley, Eaton and Knox",CITY03724,CUIS03307
REST02698,Benjamin-Washington,CITY01637,CUIS00039
REST02699,Floyd-Perry,CITY02414,CUIS03723
REST02700,Beard-Medina,CITY02066,CUIS00213
REST02701,"Gray, Shaw and Hart",CITY03373,CUIS00078
REST02702,Sanders-Strong,CITY01061,CUIS02556
REST02703,Williams Inc,CITY04641,CUIS04603
REST02704,Larson-Parker,CITY03637,CUIS02597
REST02705,"Morales, Mcintyre and Hughes",CITY00401,CUIS02059
REST02706,Smith-Gonzalez,CITY03705,CUIS03308
REST02707,Torres and Sons,CITY02364,CUIS04377
REST02708,"Serrano, Norris and Powell",CITY03216,CUIS01143
REST02709,"Jennings, Johnson and Torres",CITY03199,CUIS04489
REST02710,Sanchez Group,CITY03034,CUIS03544
REST02711,Medina Ltd,CITY03520,CUIS00327
REST02712,Barron Inc,CITY04871,CUIS03039
REST02713,Ryan-Phillips,CITY03621,CUIS00450
REST02714,Lopez-Morris,CITY03508,CUIS04124
REST02715,Elliott and Sons,CITY03990,CUIS01212
REST02716,Taylor Ltd,CITY02044,CUIS04957
REST02717,Brown-Carney,CITY02235,CUIS04380
REST02718,Nichols Ltd,CITY04959,CUIS03829
REST02719,Mueller-Jones,CITY02258,CUIS01330
REST02720,Martin-Bennett,CITY01353,CUIS00718
REST02721,Brown-Johnson,CITY00816,CUIS00324
REST02722,"Gordon, Hubbard and Norton",CITY00677,CUIS00646
REST02723,Hunter-Mcdaniel,CITY01388,CUIS00274
REST02724,"Tate, Davis and Williams",CITY02923,CUIS02570
REST02725,Stewart-Peck,CITY02293,CUIS03906
REST02726,Ross-Frazier,CITY01985,CUIS02495
REST02727,"Johnson, Pittman and Moore",CITY01642,CUIS00062
REST02728,Howard LLC,CITY04883,CUIS04758
REST02729,Bass-Conrad,CITY04104,CUIS03257
REST02730,Holt-Hall,CITY02548,CUIS02273
REST02731,"Christensen, Pearson and Reed",CITY00145,CUIS02852
REST02732,"Johnson, Hopkins and Thomas",CITY00002,CUIS00717
REST02733,"Hernandez, Miller and Johnson",CITY04014,CUIS02198
REST02734,Perry PLC,CITY03725,CUIS04759
REST02735,"Dodson, Lopez and Schwartz",CITY00084,CUIS01884
REST02736,"Howard, Day and Warren",CITY02545,CUIS03106
REST02737,Smith-Fernandez,CITY02673,CUIS03304
REST02738,Bruce-Robinson,CITY01278,CUIS04578
REST02739,Phelps-Brown,CITY01001,CUIS04378
REST02740,Dominguez-Flores,CITY04866,CUIS01207
REST02741,Hodges Ltd,CITY00898,CUIS00569
REST02742,Gutierrez Ltd,CITY03956,CUIS00091
REST02743,Jacobs-Dixon,CITY03666,CUIS03813
REST02744,Caldwell Ltd,CITY01095,CUIS03123
REST02745,Miller Ltd,CITY04651,CUIS02639
REST02746,Diaz Ltd,CITY02003,CUIS00059
REST02747,"Harper, Johnson and Douglas",CITY00995,CUIS02754
REST02748,"Bowen, Haynes and Carpenter",CITY02579,CUIS00319
REST02749,Roberts-Rhodes,CITY03914,CUIS03535
REST02750,Rivera LLC,CITY02270,CUIS00628
REST02751,Ellis LLC,CITY02587,CUIS02178
REST02752,Davis-Bennett,CITY01603,CUIS04149
REST02753,Chaney Group,CITY00047,CUIS04808
REST02754,"Miller, Powell and Brooks",CITY02186,CUIS04628
REST02755,"Ellis, Smith and Vasquez",CITY00069,CUIS03126
REST02756,"Green, Galvan and Cruz",CITY03311,CUIS02866
REST02757,Smith LLC,CITY02933,CUIS00981
REST02758,Sweeney-Francis,CITY04712,CUIS03561
REST02759,Martinez LLC,CITY02489,CUIS03491
REST02760,Hunter-Sharp,CITY02155,CUIS00512
REST02761,Li-Underwood,CITY04579,CUIS01101
REST02762,Valentine-Acevedo,CITY00151,CUIS01901
REST02763,"Douglas, Bailey and Mack",CITY00962,CUIS04748
REST02764,"Walter, Torres and Harmon",CITY04679,CUIS04006
REST02765,"Johnson, Johnson and Bailey",CITY03700,CUIS04631
REST02766,Crane-Lowe,CITY03660,CUIS04916
REST02767,Harris PLC,CITY04599,CUIS04276
REST02768,"Williams, Le and Cunningham",CITY02790,CUIS00016
REST02769,Davis Ltd,CITY01199,CUIS03594
REST02770,Ward-Johnson,CITY03236,CUIS04717
REST02771,"Spears, Montes and Bennett",CITY04579,CUIS00823
REST02772,Robinson Ltd,CITY01202,CUIS03838
REST02773,"Edwards, Solis and Patterson",CITY03757,CUIS01439
REST02774,Murray-Jones,CITY01390,CUIS03872
REST02775,Armstrong Group,CITY02134,CUIS03430
REST02776,Wilson Group,CITY04044,CUIS01734
REST02777,"Brown, Johnson and Rojas",CITY00972,CUIS03466
REST02778,"Knox, Thompson and Wright",CITY00152,CUIS00726
REST02779,Rivera and Sons,CITY04183,CUIS04393
REST02780,"Kelly, Mccullough and Donovan",CITY04442,CUIS02289
REST02781,Holt Group,CITY00786,CUIS04896
REST02782,"Barnes, Mclaughlin and Hawkins",CITY00594,CUIS00126
REST02783,Camacho and Sons,CITY02569,CUIS02771
REST02784,"Jones, Jones and Ellis",CITY03905,CUIS02691
REST02785,Brown and Sons,CITY03804,CUIS02113
REST02786,Long-Hernandez,CITY01162,CUIS01207
REST02787,Kerr-Edwards,CITY02259,CUIS03036
REST02788,"Johnson, Lee and Munoz",CITY02579,CUIS04477
REST02789,"Harris, Robles and Lozano",CITY03698,CUIS00984
REST02790,Flowers-Hamilton,CITY02581,CUIS02053
REST02791,Prince Group,CITY02521,CUIS02420
REST02792,Allen-Davis,CITY01611,CUIS01969
REST02793,Marsh-Taylor,CITY02084,CUIS02230
REST02794,"Collier, Lee and Graves",CITY04748,CUIS04102
REST02795,Barber LLC,CITY04419,CUIS02803
REST02796,Brown-Miller,CITY03449,CUIS04754
REST02797,"Chang, Smith and Walsh",CITY04654,CUIS03341
REST02798,"Payne, Marquez and Taylor",CITY00184,CUIS02910
REST02799,Steele-Davis,CITY03018,CUIS02534
REST02800,Taylor Group,CITY04773,CUIS02409
REST02801,"Johnson, Rosario and Edwards",CITY04547,CUIS00694
REST02802,Christian Group,CITY01172,CUIS02751
REST02803,Carson LLC,CITY04336,CUIS00690
REST02804,"Moore, Cantu and Payne",CITY02009,CUIS00052
REST02805,"Woods, Bowen and Russell",CITY01977,CUIS03926
REST02806,"Terrell, Burns and Boyer",CITY02248,CUIS01897
REST02807,"Pacheco, Johnson and Cole",CITY02529,CUIS02867
REST02808,Nelson Inc,CITY02033,CUIS00896
REST02809,Moss-Williams,CITY00315,CUIS03007
REST02810,"Harper, Lopez and Johnston",CITY00633,CUIS01518
REST02811,"Smith, Davis and Andrews",CITY04711,CUIS02467
REST02812,"Carter, Martin and Cook",CITY03152,CUIS03418
REST02813,Hicks-Flores,CITY02194,CUIS04593
REST02814,"Fields, Gould and Reeves",CITY01259,CUIS02467
REST02815,Brown and Sons,CITY00135,CUIS02773
REST02816,Williams-Floyd,CITY04525,CUIS04437
REST02817,Rodriguez-Potts,CITY01483,CUIS01822
REST02818,"Coffey, Gonzalez and Salinas",CITY04078,CUIS04969
REST02819,"Kim, Bowers and Cole",CITY04847,CUIS01238
REST02820,Contreras Inc,CITY00833,CUIS01987
REST02821,Becker Inc,CITY02610,CUIS02441
REST02822,Snyder and Sons,CITY02609,CUIS00075
REST02823,Lopez LLC,CITY02450,CUIS01365
REST02824,"Mullen, Henderson and Watson",CITY03603,CUIS01426
REST02825,Smith-Wright,CITY02432,CUIS01547
REST02826,Fletcher Group,CITY04395,CUIS02761
REST02827,Moore-Foster,CITY01410,CUIS01839
REST02828,Aguilar-Lester,CITY03640,CUIS01342
REST02829,Melendez Group,CITY04809,CUIS00004
REST02830,Walters and Sons,CITY00091,CUIS00207
REST02831,Dorsey-Lee,CITY01756,CUIS00018
REST02832,Reese-Tucker,CITY04075,CUIS00634
REST02833,Davis-Weeks,CITY00691,CUIS01084
REST02834,Anderson-Moore,CITY02209,CUIS04045
REST02835,Brown and Sons,CITY03477,CUIS01048
REST02836,"Morrison, Strickland and Gonzalez",CITY01054,CUIS01523
REST02837,"Lewis, Roberts and Ramos",CITY00243,CUIS03070
REST02838,"Anderson, Duncan and Brown",CITY02041,CUIS04307
REST02839,Brewer-Yoder,CITY01960,CUIS02137
REST02840,Bell-Day,CITY00521,CUIS01867
REST02841,Perez-Allison,CITY01587,CUIS00164
REST02842,Hood-Wall,CITY04743,CUIS00213
REST02843,Medina Group,CITY02448,CUIS03659
REST02844,Gibbs Ltd,CITY02281,CUIS02826
REST02845,"Nixon, Weaver and Chung",CITY03834,CUIS01425
REST02846,"Taylor, Ayala and Barnes",CITY04785,CUIS01661
REST02847,Moran Inc,CITY03900,CUIS02432
REST02848,Williams-Leblanc,CITY04374,CUIS04744
REST02849,Phillips Ltd,CITY03144,CUIS01785
REST02850,Anderson-Young,CITY03428,CUIS02607
REST02851,Fuentes-Roth,CITY04886,CUIS00924
REST02852,Bradley Group,CITY01529,CUIS01261
REST02853,"Thomas, Hahn and Brown",CITY04141,CUIS02071
REST02854,Walker and Sons,CITY03381,CUIS02911
REST02855,Todd Group,CITY04420,CUIS03017
REST02856,Morales-Wagner,CITY04676,CUIS01005
REST02857,Calhoun-Bryant,CITY03538,CUIS00599
REST02858,Campbell PLC,CITY01296,CUIS03080
REST02859,"Newman, Padilla and Mclaughlin",CITY00483,CUIS00323
REST02860,Lyons-Smith,CITY02609,CUIS00858
REST02861,Anderson-Robinson,CITY00342,CUIS00854
REST02862,"Hughes, Scott and Jones",CITY02765,CUIS00269
REST02863,"Rodriguez, Stewart and Clark",CITY02643,CUIS00605
REST02864,Martinez PLC,CITY03433,CUIS00888
REST02865,Watson Group,CITY01494,CUIS03305
REST02866,"Dean, Griffin and Long",CITY00862,CUIS04014
REST02867,"Hull, Anderson and Martinez",CITY04808,CUIS00060
REST02868,"Blackburn, Taylor and Everett",CITY02353,CUIS01253
REST02869,Nelson LLC,CITY04805,CUIS04983
REST02870,Thompson and Sons,CITY03061,CUIS01647
REST02871,Sharp-Allen,CITY00040,CUIS00653
REST02872,Guerrero Group,CITY00490,CUIS04994
REST02873,Miller and Sons,CITY00449,CUIS01401
REST02874,Summers PLC,CITY01633,CUIS00394
REST02875,Fry-Smith,CITY00486,CUIS03853
REST02876,"Gentry, Bailey and Tyler",CITY04270,CUIS04522
REST02877,Maxwell-Lawrence,CITY04201,CUIS01460
REST02878,Morales-Mullins,CITY03798,CUIS03239
REST02879,Wade-Harris,CITY02895,CUIS01672
REST02880,Thompson and Sons,CITY04509,CUIS02228
REST02881,"Walls, Deleon and Miller",CITY00182,CUIS03834
REST02882,Johnson-Torres,CITY00668,CUIS02386
REST02883,King Inc,CITY01574,CUIS00668
REST02884,"Abbott, Simpson and Reed",CITY04342,CUIS03761
REST02885,Thompson PLC,CITY04873,CUIS01395
REST02886,"Bridges, Brooks and Acosta",CITY04936,CUIS01933
REST02887,Jimenez-Butler,CITY04136,CUIS02350
REST02888,Johnson PLC,CITY02468,CUIS01933
REST02889,Bradley-Hayes,CITY01847,CUIS01432
REST02890,Fry-Morgan,CITY01057,CUIS04253
REST02891,"Brooks, Watson and Wiley",CITY01100,CUIS04067
REST02892,"Beck, Simmons and Grant",CITY04712,CUIS03886
REST02893,"Ruiz, Gordon and Adams",CITY01376,CUIS04173
REST02894,"Calhoun, Stevenson and Camacho",CITY02556,CUIS03942
REST02895,"Deleon, Bauer and Reese",CITY02827,CUIS01253
REST02896,"Hardy, King and Allison",CITY04954,CUIS03173
REST02897,Neal-Li,CITY03172,CUIS02886
REST02898,Meyer Ltd,CITY01416,CUIS02596
REST02899,"Oneill, Owens and Dodson",CITY01844,CUIS04740
REST02900,Scott Ltd,CITY03607,CUIS03875
REST02901,Kent LLC,CITY00388,CUIS01696
REST02902,Ramirez and Sons,CITY04710,CUIS00360
REST02903,Evans LLC,CITY04666,CUIS03051
REST02904,Guzman PLC,CITY04435,CUIS00147
REST02905,Sexton Ltd,CITY00254,CUIS03411
REST02906,"Deleon, Baker and Mann",CITY00677,CUIS03271
REST02907,Pennington-Richards,CITY00421,CUIS02271
REST02908,"Parsons, Daugherty and Allen",CITY02022,CUIS00351
REST02909,Lopez Inc,CITY03547,CUIS02411
REST02910,Spencer-Gamble,CITY01764,CUIS00789
REST02911,"Gentry, Malone and Smith",CITY04245,CUIS03787
REST02912,Norris-Ewing,CITY00049,CUIS04433
REST02913,Austin-Strickland,CITY03711,CUIS03514
REST02914,Fischer and Sons,CITY00750,CUIS01932
REST02915,Andrews-Clark,CITY03699,CUIS01192
REST02916,Norris-Williamson,CITY01213,CUIS01482
REST02917,"Reyes, Mayo and Webb",CITY02094,CUIS02486
REST02918,"Roy, Wilson and Estrada",CITY02875,CUIS01334
REST02919,Reed-White,CITY02936,CUIS04901
REST02920,"Jones, Fisher and Lewis",CITY01691,CUIS02597
REST02921,Parker PLC,CITY04088,CUIS01433
REST02922,"Robinson, Davis and Green",CITY00484,CUIS03622
REST02923,Morton-Hammond,CITY02616,CUIS04524
REST02924,Wagner-Thomas,CITY02132,CUIS01571
REST02925,"Finley, Haynes and Oneal",CITY02158,CUIS00804
REST02926,"Evans, Cooper and Garza",CITY04806,CUIS00016
REST02927,"James, Glass and Lopez",CITY00155,CUIS00060
REST02928,Green-King,CITY03254,CUIS04457
REST02929,Oneill Inc,CITY00637,CUIS02473
REST02930,Hall Inc,CITY02922,CUIS02947
REST02931,White-Lopez,CITY00444,CUIS00709
REST02932,Brown-Simmons,CITY00495,CUIS03788
REST02933,Mcfarland Inc,CITY04664,CUIS04575
REST02934,"Rhodes, Perez and Gonzalez",CITY00510,CUIS04539
REST02935,Lee Group,CITY04482,CUIS03045
REST02936,Barrera PLC,CITY02810,CUIS03455
REST02937,"Carr, Holland and Pena",CITY02439,CUIS00684
REST02938,Carlson and Sons,CITY01262,CUIS04983
REST02939,"Miller, Thomas and Massey",CITY01432,CUIS01107
REST02940,Smith Inc,CITY01558,CUIS04210
REST02941,Garcia Group,CITY00837,CUIS04500
REST02942,Cohen Inc,CITY04890,CUIS04332
REST02943,Nolan-Mosley,CITY03422,CUIS01789
REST02944,Green-Evans,CITY02442,CUIS04380
REST02945,Simmons Inc,CITY03640,CUIS00575
REST02946,"Hopkins, Williams and Davis",CITY02963,CUIS00559
REST02947,Jones-Edwards,CITY02160,CUIS02055
REST02948,"Russell, Grant and Espinoza",CITY03145,CUIS01661
REST02949,"Glenn, Williams and Powell",CITY00422,CUIS00065
REST02950,Beasley-Clark,CITY02279,CUIS01785
REST02951,"Cabrera, Smith and Young",CITY04261,CUIS04838
REST02952,Parker Ltd,CITY01907,CUIS04327
REST02953,Simmons and Sons,CITY03146,CUIS00229
REST02954,Johnson LLC,CITY01126,CUIS02573
REST02955,"Lee, Green and Fernandez",CITY01891,CUIS01997
REST02956,"Kennedy, Reynolds and Fitzgerald",CITY03501,CUIS03208
REST02957,Miller-Hernandez,CITY01694,CUIS03027
REST02958,"Davis, Taylor and Thornton",CITY04280,CUIS04178
REST02959,Smith LLC,CITY02517,CUIS04906
REST02960,Skinner and Sons,CITY02461,CUIS01195
REST02961,Barrett-Tucker,CITY02690,CUIS00735
REST02962,Serrano-Riley,CITY03116,CUIS01999
REST02963,Perez-Stephens,CITY04125,CUIS00473
REST02964,Murphy-Perez,CITY00775,CUIS02961
REST02965,"Collins, Rollins and Dorsey",CITY01613,CUIS02160
REST02966,Bell PLC,CITY04262,CUIS01915
REST02967,"Cuevas, Valenzuela and Hudson",CITY01447,CUIS00084
REST02968,Williams LLC,CITY01835,CUIS02016
REST02969,Hanna-Neal,CITY02812,CUIS03811
REST02970,"Wright, West and Woods",CITY03496,CUIS03096
REST02971,"Jones, Newman and Mendoza",CITY01202,CUIS04102
REST02972,"Jimenez, Goodman and Bauer",CITY04934,CUIS03329
REST02973,"Anderson, Brown and Mullins",CITY04640,CUIS04759
REST02974,"Marks, Crawford and Berry",CITY04876,CUIS04940
REST02975,Melendez-Hogan,CITY02011,CUIS03860
REST02976,Banks-Hanson,CITY04075,CUIS02476
REST02977,"Mcdonald, Williams and Thompson",CITY04271,CUIS03373
REST02978,Trujillo-Andrews,CITY00612,CUIS00346
REST02979,"Johnson, Estes and Callahan",CITY04704,CUIS04816
REST02980,Knapp-Holmes,CITY02343,CUIS01198
REST02981,Hudson-Miller,CITY01419,CUIS01702
REST02982,"Jones, Dodson and Barrett",CITY00403,CUIS00510
REST02983,"Miller, Doyle and Ortiz",CITY04358,CUIS00124
REST02984,Gonzalez and Sons,CITY04321,CUIS04275
REST02985,Shaw-Guerrero,CITY01159,CUIS00449
REST02986,Smith Group,CITY02894,CUIS04578
REST02987,Frazier PLC,CITY00128,CUIS03456
REST02988,Williams Ltd,CITY01915,CUIS01840
REST02989,Blake Group,CITY03482,CUIS03453
REST02990,Hickman-Jones,CITY03470,CUIS04915
REST02991,"Taylor, Baxter and Arnold",CITY02523,CUIS04002
REST02992,Greene Group,CITY01955,CUIS03992
REST02993,Castillo-Rivera,CITY04671,CUIS01744
REST02994,King-Rogers,CITY03754,CUIS04530
REST02995,Fritz-Lin,CITY00150,CUIS02816
REST02996,"Beck, Wright and Gonzales",CITY01672,CUIS01541
REST02997,"Gillespie, Russell and Thomas",CITY04691,CUIS04031
REST02998,Shannon-Ford,CITY04166,CUIS01509
REST02999,"Lewis, Kelly and Joyce",CITY02733,CUIS00634
REST03000,Wilcox Ltd,CITY00534,CUIS02006
REST03001,Willis LLC,CITY04508,CUIS04577
REST03002,Jones-Perry,CITY00739,CUIS02989
REST03003,"Williamson, Munoz and Elliott",CITY01493,CUIS03053
REST03004,Hall Group,CITY00910,CUIS01509
REST03005,"Ward, Oneill and Riley",CITY04651,CUIS04865
REST03006,Schmidt Group,CITY02241,CUIS01827
REST03007,Torres Inc,CITY03149,CUIS01557
REST03008,"Guzman, Cook and Martinez",CITY02234,CUIS00723
REST03009,Soto-Wells,CITY01479,CUIS01220
REST03010,Foster PLC,CITY03760,CUIS02826
REST03011,"Gonzales, Yu and Mueller",CITY00768,CUIS02230
REST03012,"Marshall, Hess and White",CITY01259,CUIS02094
REST03013,Hardy-Casey,CITY00139,CUIS01772
REST03014,Esparza LLC,CITY04801,CUIS02878
REST03015,Golden-Jackson,CITY01216,CUIS03024
REST03016,"Schwartz, Morales and Torres",CITY02424,CUIS04252
REST03017,Daniel Inc,CITY03967,CUIS04497
REST03018,"Thompson, Huynh and Wallace",CITY04876,CUIS00679
REST03019,"Young, Collins and Williams",CITY02452,CUIS03431
REST03020,Bowers Ltd,CITY00883,CUIS00470
REST03021,"Nguyen, Clark and Stanley",CITY01669,CUIS00843
REST03022,Branch-Haley,CITY03945,CUIS03313
REST03023,Johnson-Wang,CITY03655,CUIS02225
REST03024,Wagner-Torres,CITY00607,CUIS00708
REST03025,Hill-Ballard,CITY04302,CUIS04109
REST03026,"Duncan, Mitchell and Sandoval",CITY01304,CUIS02134
REST03027,Buck-Ali,CITY04926,CUIS00439
REST03028,Rhodes-Lee,CITY02018,CUIS02268
REST03029,"Smith, Rhodes and Barnett",CITY04908,CUIS00829
REST03030,"Robinson, Burke and Clayton",CITY04086,CUIS04641
REST03031,Mendez Group,CITY02617,CUIS02297
REST03032,Rowland-Lee,CITY01234,CUIS00569
REST03033,Rogers-Olson,CITY04468,CUIS01802
REST03034,Evans LLC,CITY00539,CUIS03083
REST03035,"Cortez, Young and Wood",CITY02853,CUIS04955
REST03036,"Myers, Johnson and Jones",CITY04012,CUIS03653
REST03037,Williams-Lopez,CITY03609,CUIS01434
REST03038,Hernandez and Sons,CITY00886,CUIS04515
REST03039,Robinson Ltd,CITY03864,CUIS04720
REST03040,Becker LLC,CITY04193,CUIS01732
REST03041,Decker Group,CITY01813,CUIS04371
REST03042,"Fox, Williams and Robinson",CITY04829,CUIS04296
REST03043,Warren-Colon,CITY01415,CUIS00726
REST03044,Simmons and Sons,CITY01105,CUIS02558
REST03045,Schwartz Group,CITY00907,CUIS01457
REST03046,Cruz Ltd,CITY01128,CUIS04029
REST03047,Morris-Bell,CITY01772,CUIS00392
REST03048,"Burch, Hamilton and Barnett",CITY02329,CUIS03339
REST03049,"Evans, Barnett and Wilson",CITY01980,CUIS01768
REST03050,Garcia LLC,CITY01746,CUIS04325
REST03051,Hampton-Woods,CITY03771,CUIS01705
REST03052,"Guerra, Gordon and Valentine",CITY04594,CUIS04503
REST03053,Taylor and Sons,CITY03933,CUIS03417
REST03054,"Barnes, Becker and Meyer",CITY01050,CUIS02417
REST03055,Chang-Zhang,CITY01646,CUIS04661
REST03056,Brown Group,CITY01993,CUIS03780
REST03057,"Davis, Randall and Mclaughlin",CITY00376,CUIS04515
REST03058,Perez-Morales,CITY03764,CUIS00984
REST03059,"Lee, David and Vasquez",CITY01144,CUIS00629
REST03060,Guzman-Graham,CITY01502,CUIS04898
REST03061,Acevedo-Murray,CITY01016,CUIS00294
REST03062,Pineda Group,CITY02559,CUIS02546
REST03063,Craig-Roach,CITY00465,CUIS03585
REST03064,"Frost, Nichols and Brown",CITY04098,CUIS00882
REST03065,Torres Group,CITY04955,CUIS04527
REST03066,Moore-Allen,CITY02899,CUIS04251
REST03067,Bell-Nelson,CITY02330,CUIS03738
REST03068,Nash Ltd,CITY04153,CUIS03981
REST03069,Boyd-Stephenson,CITY04001,CUIS04719
REST03070,Mcclain-Munoz,CITY01581,CUIS01570
REST03071,Long PLC,CITY01114,CUIS03506
REST03072,Koch-Barber,CITY02132,CUIS00588
REST03073,"Whitney, Potter and Contreras",CITY02113,CUIS03785
REST03074,Barnett-Phelps,CITY02098,CUIS02159
REST03075,Swanson-Gibson,CITY04308,CUIS03393
REST03076,"Ayala, Jones and Rodriguez",CITY04104,CUIS03734
REST03077,Thomas Group,CITY01263,CUIS04293
REST03078,"Flores, Diaz and Bailey",CITY04973,CUIS00308
REST03079,"Thomas, Anderson and Miller",CITY03255,CUIS04191
REST03080,Ramirez and Sons,CITY02418,CUIS03472
REST03081,Chapman Ltd,CITY04901,CUIS01683
REST03082,"Bryant, Smith and Williams",CITY00783,CUIS00874
REST03083,Russell Ltd,CITY02245,CUIS01651
REST03084,Reed-Ferguson,CITY01108,CUIS00686
REST03085,"Larson, Mitchell and Martinez",CITY03083,CUIS01399
REST03086,Cannon-Travis,CITY03711,CUIS04562
REST03087,Phillips-Hurst,CITY01473,CUIS03256
REST03088,Vaughn Inc,CITY03334,CUIS02183
REST03089,"Gibbs, Woods and Clark",CITY01243,CUIS04423
REST03090,Mitchell LLC,CITY03475,CUIS02367
REST03091,Shaffer-Walker,CITY01544,CUIS03861
REST03092,"Rodriguez, White and Walls",CITY02202,CUIS04672
REST03093,"Lee, Scott and Daugherty",CITY00050,CUIS04644
REST03094,Martinez Group,CITY00731,CUIS03440
REST03095,Lewis-Flynn,CITY03575,CUIS02228
REST03096,"Johnson, Chan and Newton",CITY03073,CUIS01771
REST03097,Bolton-Clark,CITY01264,CUIS01014
REST03098,"Jones, Hunt and White",CITY03502,CUIS03773
REST03099,"Gonzales, Rodriguez and Riley",CITY00353,CUIS04469
REST03100,"Miller, Leach and Martin",CITY02889,CUIS01292
REST03101,Chen LLC,CITY04087,CUIS01710
REST03102,"Brooks, Graham and Hancock",CITY02025,CUIS02560
REST03103,Taylor-Taylor,CITY01293,CUIS02933
REST03104,Vazquez-Parker,CITY04291,CUIS01389
REST03105,"Perez, Garcia and Dyer",CITY02377,CUIS00881
REST03106,Nguyen-Willis,CITY03657,CUIS03385
REST03107,Jones Ltd,CITY01399,CUIS02518
REST03108,Miller-Conner,CITY04518,CUIS03471
REST03109,Scott-Gutierrez,CITY02917,CUIS02834
REST03110,Cabrera-Forbes,CITY04474,CUIS04085
REST03111,"Gonzalez, Perez and Clark",CITY00081,CUIS03401
REST03112,"Rivers, Rodriguez and Roberts",CITY01954,CUIS04005
REST03113,Myers LLC,CITY00195,CUIS00396
REST03114,Mendoza-Thornton,CITY04676,CUIS00222
REST03115,Hutchinson Ltd,CITY01933,CUIS03025
REST03116,Smith and Sons,CITY04851,CUIS03856
REST03117,"Mathews, Baxter and Weaver",CITY00220,CUIS00309
REST03118,Bradford and Sons,CITY01754,CUIS04038
REST03119,Gonzalez-Baker,CITY02975,CUIS00888
REST03120,Davis-Mason,CITY04336,CUIS00239
REST03121,Lawson LLC,CITY00636,CUIS01885
REST03122,Hutchinson-Frank,CITY00324,CUIS02524
REST03123,Adkins Inc,CITY00950,CUIS00054
REST03124,Mendez and Sons,CITY04980,CUIS02071
REST03125,Lucero PLC,CITY00218,CUIS04484
REST03126,"Smith, Mcintosh and Johnson",CITY03115,CUIS02942
REST03127,"Guzman, Smith and Hawkins",CITY02815,CUIS00148
REST03128,Pope-Blevins,CITY02224,CUIS00722
REST03129,Lewis-Hess,CITY02123,CUIS01673
REST03130,Nelson Inc,CITY00884,CUIS00783
REST03131,"Hodges, Walls and Noble",CITY01030,CUIS01131
REST03132,"Cross, Bowman and Taylor",CITY03456,CUIS01749
REST03133,Merritt Ltd,CITY02921,CUIS01289
REST03134,Blevins-Simpson,CITY00480,CUIS01716
REST03135,Wilkinson Group,CITY04473,CUIS00499
REST03136,"Norton, Hutchinson and David",CITY01136,CUIS02780
REST03137,Martin Group,CITY02939,CUIS01655
REST03138,Richardson LLC,CITY00549,CUIS04310
REST03139,"Joseph, Jackson and Hale",CITY03172,CUIS03307
REST03140,Russell Group,CITY00252,CUIS03262
REST03141,Garcia-Ford,CITY03327,CUIS03404
REST03142,"Bernard, Martinez and Williams",CITY01596,CUIS00527
REST03143,"Shields, Flores and Blair",CITY03602,CUIS00114
REST03144,Wilson-Webb,CITY01747,CUIS03977
REST03145,Carter and Sons,CITY03260,CUIS04494
REST03146,"Allen, Elliott and Lynch",CITY04381,CUIS00082
REST03147,Solomon and Sons,CITY02062,CUIS03615
REST03148,Fisher LLC,CITY01140,CUIS01501
REST03149,Diaz-Garcia,CITY01540,CUIS03670
REST03150,Hanson-Ferguson,CITY04784,CUIS03501
REST03151,Richardson Ltd,CITY04014,CUIS02499
REST03152,Garrett-Erickson,CITY03112,CUIS01410
REST03153,Wilson PLC,CITY02097,CUIS01663
REST03154,Hancock-Smith,CITY02666,CUIS00328
REST03155,Flores-Lopez,CITY03433,CUIS01333
REST03156,"Barnes, Morris and Wagner",CITY00170,CUIS01716
REST03157,Sullivan Group,CITY02087,CUIS01641
REST03158,Berry-Benitez,CITY01773,CUIS01562
REST03159,Barber-Daugherty,CITY01721,CUIS02794
REST03160,Anderson-Shannon,CITY02240,CUIS00391
REST03161,Nguyen LLC,CITY00937,CUIS02823
REST03162,Lee LLC,CITY02161,CUIS02548
REST03163,Williams LLC,CITY01426,CUIS03216
REST03164,Smith PLC,CITY02410,CUIS02326
REST03165,Sanders-Gonzalez,CITY03438,CUIS04649
REST03166,Newton Group,CITY04549,CUIS00883
REST03167,Rivera Ltd,CITY03720,CUIS02891
REST03168,"Mccoy, Davis and Johnson",CITY01537,CUIS03561
REST03169,"Armstrong, Lewis and Gardner",CITY03649,CUIS04187
REST03170,Mcclain Group,CITY01181,CUIS01585
REST03171,"Farmer, Simmons and Murray",CITY01614,CUIS02360
REST03172,Mcdonald PLC,CITY00096,CUIS00909
REST03173,Patrick-Reed,CITY02586,CUIS03524
